time_s,position_m,velocity_m_s,left_thrust_N,right_thrust_N
9.5833333,110.35233,6.4449512,0,8000.7213
9.6,110.4588,6.3886636,0,7989.2356
9.6166667,110.56435,6.3324659,0,7977.562
9.6333333,110.66895,6.2763595,0,7965.7019
9.65,110.77262,6.2203459,0,7953.6567
9.6666667,110.87536,6.1644264,0,7941.4278
9.6833333,110.97717,6.1086026,0,7929.0168
9.7,111.07806,6.0528756,0,7916.425
9.7166667,111.17801,5.9972471,0,7903.6538
9.7333333,111.27704,5.9417182,0,7890.7047
9.75,111.37514,5.8862904,0,7877.5791
9.7666667,111.47233,5.830965,0,7864.2784
9.7833333,111.56859,5.7757434,0,7850.804
9.8,111.66393,5.7206269,0,7837.1574
9.8166667,111.75836,5.6656167,0,7823.3399
9.8333333,111.85187,5.6107143,0,7809.3531
9.85,111.94447,5.5559208,0,7795.1982
9.8666667,112.03616,5.5012377,0,7780.8767
9.8833333,112.12694,5.4466661,0,7766.39
