time_s,position_m,velocity_m_s,left_thrust_N,right_thrust_N
38.266667,74.093726,-13.171965,1690.9023,0
38.283333,73.874349,-13.162642,1698.7354,0
38.3,73.655128,-13.153259,1706.5629,0
38.316667,73.436064,-13.143816,1714.3849,0
38.333333,73.217159,-13.134313,1722.2013,0
38.35,72.998413,-13.124749,1730.012,0
38.366667,72.779828,-13.115125,1737.817,0
38.383333,72.561404,-13.105442,1745.6163,0
38.4,72.343142,-13.095698,1753.4098,0
38.416667,72.125044,-13.085894,1761.1975,0
38.433333,71.90711,-13.076031,1768.9794,0
38.45,71.689342,-13.066107,1776.7555,0
38.466667,71.47174,-13.056124,1784.5256,0
38.483333,71.254305,-13.046081,1792.2898,0
38.5,71.037039,-13.035978,1800.0481,0
38.516667,70.819942,-13.025816,1807.8003,0
38.533333,70.603015,-13.015593,1815.5465,0
38.55,70.38626,-13.005312,1823.2866,0
38.566667,70.169677,-12.99497,1831.0206,0
38.583333,69.953268,-12.984569,1838.7484,0
38.6,69.737033,-12.974109,1846.4701,0
38.616667,69.520973,-12.963589,1854.1855,0
38.633333,69.305089,-12.95301,1861.8947,0
38.65,69.089383,-12.942372,1869.5976,0
38.666667,68.873855,-12.931674,1877.2941,0
38.683333,68.658507,-12.920917,1884.9843,0
38.7,68.443338,-12.910101,1892.6681,0
38.716667,68.228351,-12.899226,1900.3455,0
38.733333,68.013546,-12.888292,1908.0164,0
38.75,67.798925,-12.877299,1915.6808,0
38.766667,67.584487,-12.866247,1923.3387,0
38.783333,67.370235,-12.855136,1930.9899,0
38.8,67.156169,-12.843966,1938.6346,0
38.816667,66.94229,-12.832737,1946.2727,0
38.833333,66.728599,-12.821449,1953.904,0
38.85,66.515097,-12.810103,1961.5287,0
38.866667,66.301786,-12.798698,1969.1466,0
38.883333,66.088665,-12.787234,1976.7577,0
38.9,65.875737,-12.775712,1984.362,0
38.916667,65.663001,-12.764132,1991.9595,0
38.933333,65.450459,-12.752493,1999.55,0
38.95,65.238113,-12.740795,2007.1337,0
38.966667,65.025962,-12.729039,2014.7103,0
38.983333,64.814008,-12.717225,2022.28,0
39,64.602253,-12.705353,2029.8427,0
39.016667,64.390696,-12.693422,2037.3983,0
39.033333,64.179338,-12.681434,2044.9468,0
39.05,63.968182,-12.669387,2052.4882,0
39.066667,63.757227,-12.657282,2060.0224,0
39.083333,63.546475,-12.64512,2067.5495,0
39.1,63.335927,-12.632899,2075.0693,0
39.116667,63.125583,-12.620621,2082.5818,0
39.133333,62.915445,-12.608285,2090.087,0
39.15,62.705514,-12.595891,2097.5849,0
39.166667,62.49579,-12.583439,2105.0754,0
39.183333,62.286274,-12.57093,2112.5585,0
39.2,62.076968,-12.558363,2120.0342,0
39.216667,61.867872,-12.545739,2127.5024,0
39.233333,61.658988,-12.533057,2134.9631,0
39.25,61.450316,-12.520318,2142.4162,0
39.266667,61.241857,-12.507521,2149.8618,0
39.283333,61.033613,-12.494667,2157.2997,0
39.3,60.825584,-12.481756,2164.7301,0
39.316667,60.617771,-12.468788,2172.1527,0
39.333333,60.410175,-12.455763,2179.5676,0
39.35,60.202797,-12.442681,2186.9748,0
39.366667,59.995638,-12.429541,2194.3742,0
39.383333,59.788698,-12.416345,2201.7658,0
39.4,59.58198,-12.403092,2209.1496,0
39.416667,59.375484,-12.389782,2216.5254,0
39.433333,59.16921,-12.376416,2223.8934,0
39.45,58.96316,-12.362993,2231.2534,0
39.466667,58.757335,-12.349513,2238.6054,0
39.483333,58.551736,-12.335976,2245.9494,0
39.5,58.346363,-12.322383,2253.2853,0
39.516667,58.141217,-12.308734,2260.6132,0
39.533333,57.9363,-12.295028,2267.9329,0
39.55,57.731612,-12.281266,2275.2445,0
39.566667,57.527155,-12.267448,2282.548,0
39.583333,57.322928,-12.253574,2289.8431,0
39.6,57.118934,-12.239643,2297.1301,0
39.616667,56.915173,-12.225657,2304.4088,0
39.633333,56.711646,-12.211614,2311.6791,0
39.65,56.508355,-12.197516,2318.9411,0
39.666667,56.305298,-12.183361,2326.1947,0
39.683333,56.102479,-12.169151,2333.4399,0
39.7,55.899898,-12.154885,2340.6766,0
39.716667,55.697555,-12.140564,2347.9049,0
39.733333,55.495452,-12.126187,2355.1246,0
39.75,55.293589,-12.111754,2362.3358,0
39.766667,55.091968,-12.097266,2369.5384,0
39.783333,54.89059,-12.082723,2376.7324,0
39.8,54.689454,-12.068124,2383.9178,0
39.816667,54.488563,-12.05347,2391.0944,0
39.833333,54.287917,-12.03876,2398.2624,0
39.85,54.087517,-12.023996,2405.4216,0
39.866667,53.887364,-12.009177,2412.572,0
39.883333,53.687459,-11.994302,2419.7136,0
39.9,53.487803,-11.979373,2426.8464,0
39.916667,53.288396,-11.964389,2433.9703,0
39.933333,53.089241,-11.94935,2441.0852,0
39.95,52.890336,-11.934256,2448.1913,0
39.966667,52.691685,-11.919107,2455.2883,0
39.983333,52.493286,-11.903904,2462.3764,0
40,52.295142,-11.888647,2469.4554,0
40.016667,52.097253,-11.873335,2476.5253,0
40.033333,51.89962,-11.857969,2483.5861,0
40.05,51.702245,-11.842548,2490.6378,0
40.066667,51.505127,-11.827073,2497.6803,0
40.083333,51.308268,-11.811544,2504.7136,0
40.1,51.111668,-11.795961,2511.7377,0
40.116667,50.915329,-11.780324,2518.7525,0
40.133333,50.719252,-11.764633,2525.7581,0
40.15,50.523437,-11.748888,2532.7542,0
40.166667,50.327886,-11.73309,2539.7411,0
40.183333,50.132599,-11.717237,2546.7185,0
40.2,49.937576,-11.701331,2553.6865,0
40.216667,49.74282,-11.685372,2560.645,0
40.233333,49.548331,-11.669358,2567.5941,0
40.25,49.354109,-11.653292,2574.5336,0
40.266667,49.160157,-11.637172,2581.4636,0
40.283333,48.966473,-11.620998,2588.3839,0
40.3,48.77306,-11.604772,2595.2947,0
40.316667,48.579919,-11.588492,2602.1958,0
40.333333,48.38705,-11.57216,2609.0873,0
40.35,48.194453,-11.555774,2615.969,0
40.366667,48.002131,-11.539335,2622.841,0
40.383333,47.810084,-11.522844,2629.7032,0
40.4,47.618312,-11.5063,2636.5556,0
40.416667,47.426817,-11.489703,2643.3981,0
40.433333,47.235599,-11.473053,2650.2308,0
40.45,47.04466,-11.456351,2657.0536,0
40.466667,46.854,-11.439597,2663.8665,0
40.483333,46.66362,-11.42279,2670.6693,0
40.5,46.473522,-11.405931,2677.4622,0
40.516667,46.283705,-11.389019,2684.2451,0
40.533333,46.09417,-11.372056,2691.0179,0
40.55,45.90492,-11.35504,2697.7806,0
40.566667,45.715953,-11.337973,2704.5333,0
40.583333,45.527273,-11.320853,2711.2757,0
40.6,45.338878,-11.303682,2718.008,0
40.616667,45.15077,-11.286458,2724.7301,0
40.633333,44.962951,-11.269184,2731.4419,0
40.65,44.77542,-11.251857,2738.1434,0
40.666667,44.588178,-11.234479,2744.8347,0
40.683333,44.401227,-11.21705,2751.5156,0
40.7,44.214568,-11.199569,2758.1861,0
40.716667,44.028201,-11.182037,2764.8463,0
40.733333,43.842126,-11.164454,2771.496,0
40.75,43.656346,-11.146819,2778.1353,0
40.766667,43.470861,-11.129134,2784.7641,0
40.783333,43.285671,-11.111397,2791.3823,0
40.8,43.100777,-11.09361,2797.99,0
40.816667,42.916181,-11.075772,2804.5872,0
40.833333,42.731883,-11.057883,2811.1737,0
40.85,42.547884,-11.039944,2817.7496,0
40.866667,42.364185,-11.021954,2824.3148,0
40.883333,42.180786,-11.003913,2830.8694,0
40.9,41.997689,-10.985822,2837.4132,0
40.916667,41.814894,-10.967681,2843.9462,0
40.933333,41.632403,-10.94949,2850.4684,0
40.95,41.450215,-10.931248,2856.9799,0
40.966667,41.268333,-10.912957,2863.4805,0
40.983333,41.086756,-10.894615,2869.9702,0
41,40.905485,-10.876224,2876.449,0
41.016667,40.724522,-10.857782,2882.9168,0
41.033333,40.543868,-10.839291,2889.3737,0
41.05,40.363522,-10.820751,2895.8196,0
41.066667,40.183486,-10.802161,2902.2545,0
41.083333,40.00376,-10.783521,2908.6783,0
41.1,39.824346,-10.764832,2915.0911,0
41.116667,39.645245,-10.746094,2921.4927,0
41.133333,39.466456,-10.727306,2927.8832,0
41.15,39.287982,-10.708469,2934.2625,0
41.166667,39.109822,-10.689584,2940.6306,0
41.183333,38.931978,-10.670649,2946.9875,0
41.2,38.75445,-10.651666,2953.3331,0
41.216667,38.57724,-10.632633,2959.6674,0
41.233333,38.400347,-10.613552,2965.9904,0
41.25,38.223774,-10.594423,2972.3021,0
41.266667,38.047519,-10.575245,2978.6023,0
41.283333,37.871586,-10.556018,2984.8912,0
41.3,37.695973,-10.536744,2991.1687,0
41.316667,37.520683,-10.51742,2997.4346,0
41.333333,37.345716,-10.498049,3003.6891,0
41.35,37.171072,-10.47863,3009.9321,0
41.366667,36.996752,-10.459163,3016.1635,0
41.383333,36.822758,-10.439647,3022.3834,0
41.4,36.64909,-10.420084,3028.5916,0
41.416667,36.475749,-10.400474,3034.7882,0
41.433333,36.302735,-10.380815,3040.9732,0
41.45,36.13005,-10.361109,3047.1464,0
41.466667,35.957694,-10.341356,3053.308,0
41.483333,35.785668,-10.321555,3059.4578,0
41.5,35.613973,-10.301708,3065.5958,0
41.516667,35.44261,-10.281812,3071.722,0
41.533333,35.271578,-10.26187,3077.8364,0
41.55,35.10088,-10.241881,3083.9389,0
41.566667,34.930516,-10.221845,3090.0295,0
41.583333,34.760487,-10.201762,3096.1082,0
41.6,34.590793,-10.181632,3102.175,0
41.616667,34.421436,-10.161456,3108.2298,0
41.633333,34.252415,-10.141233,3114.2726,0
41.65,34.083732,-10.120964,3120.3034,0
41.666667,33.915388,-10.100649,3126.3221,0
41.683333,33.747383,-10.080287,3132.3288,0
41.7,33.579719,-10.059879,3138.3233,0
41.716667,33.412395,-10.039425,3144.3057,0
41.733333,33.245413,-10.018925,3150.276,0
41.75,33.078773,-9.998379,3156.234,0
41.766667,32.912477,-9.9777873,3162.1798,0
41.783333,32.746524,-9.9571499,3168.1134,0
41.8,32.580916,-9.936467,3174.0347,0
41.816667,32.415654,-9.9157385,3179.9437,0
41.833333,32.250738,-9.8949646,3185.8404,0
41.85,32.086169,-9.8741455,3191.7247,0
41.866667,31.921948,-9.8532811,3197.5967,0
41.883333,31.758075,-9.8323716,3203.4562,0
41.9,31.594551,-9.811417,3209.3033,0
41.916667,31.431378,-9.7904176,3215.138,0
41.933333,31.268555,-9.7693733,3220.9602,0
41.95,31.106083,-9.7482842,3226.7698,0
41.966667,30.943964,-9.7271506,3232.5669,0
41.983333,30.782198,-9.7059724,3238.3514,0
42,30.620785,-9.6847497,3244.1234,0
42.016667,30.459727,-9.6634827,3249.8827,0
42.033333,30.299024,-9.6421714,3255.6294,0
42.05,30.138678,-9.620816,3261.3634,0
42.066667,29.978687,-9.5994165,3267.0847,0
42.083333,29.819054,-9.5779731,3272.7932,0
42.1,29.65978,-9.5564858,3278.4891,0
42.116667,29.500864,-9.5349548,3284.1721,0
42.133333,29.342307,-9.5133801,3289.8423,0
42.15,29.184111,-9.4917618,3295.4997,0
42.166667,29.026276,-9.4701001,3301.1443,0
42.183333,28.868803,-9.448395,3306.776,0
42.2,28.711692,-9.4266466,3312.3947,0
42.216667,28.554945,-9.404855,3318.0006,0
42.233333,28.398561,-9.3830204,3323.5934,0
42.25,28.242542,-9.3611429,3329.1733,0
42.266667,28.086888,-9.3392224,3334.7402,0
42.283333,27.931601,-9.3172592,3340.294,0
42.3,27.77668,-9.2952534,3345.8348,0
42.316667,27.622126,-9.2732049,3351.3625,0
42.333333,27.467941,-9.251114,3356.8771,0
42.35,27.314125,-9.2289808,3362.3786,0
42.366667,27.160678,-9.2068052,3367.8668,0
42.383333,27.007602,-9.1845876,3373.3419,0
42.4,26.854896,-9.1623278,3378.8038,0
42.416667,26.702562,-9.1400261,3384.2525,0
42.433333,26.550601,-9.1176826,3389.6878,0
42.45,26.399013,-9.0952973,3395.1099,0
42.466667,26.247798,-9.0728703,3400.5187,0
42.483333,26.096958,-9.0504018,3405.9142,0
42.5,25.946493,-9.0278919,3411.2963,0
42.516667,25.796404,-9.0053406,3416.665,0
42.533333,25.646692,-8.9827481,3422.0202,0
42.55,25.497357,-8.9601144,3427.3621,0
42.566667,25.348399,-8.9374397,3432.6905,0
42.583333,25.19982,-8.9147241,3438.0054,0
42.6,25.051621,-8.8919677,3443.3068,0
42.616667,24.903801,-8.8691705,3448.5947,0
42.633333,24.756363,-8.8463327,3453.869,0
42.65,24.609305,-8.8234545,3459.1297,0
42.666667,24.462629,-8.8005358,3464.3768,0
42.683333,24.316336,-8.7775768,3469.6103,0
42.7,24.170427,-8.7545776,3474.8302,0
42.716667,24.024901,-8.7315384,3480.0363,0
42.733333,23.87976,-8.7084591,3485.2288,0
42.75,23.735005,-8.68534,3490.4075,0
42.766667,23.590635,-8.6621811,3495.5725,0
42.783333,23.446652,-8.6389825,3500.7238,0
42.8,23.303056,-8.6157444,3505.8612,0
42.816667,23.159848,-8.5924668,3510.9848,0
42.833333,23.017029,-8.5691499,3516.0945,0
42.85,22.874599,-8.5457937,3521.1904,0
42.866667,22.732559,-8.5223984,3526.2725,0
42.883333,22.59091,-8.4989641,3531.3405,0
42.9,22.449652,-8.4754909,3536.3947,0
42.916667,22.308785,-8.4519788,3541.4349,0
42.933333,22.168312,-8.4284281,3546.4611,0
42.95,22.028231,-8.4048387,3551.4733,0
42.966667,21.888544,-8.3812109,3556.4715,0
42.983333,21.749252,-8.3575447,3561.4556,0
43,21.610354,-8.3338402,3566.4257,0
43.016667,21.471853,-8.3100975,3571.3817,0
43.033333,21.333747,-8.2863168,3576.3235,0
43.05,21.196039,-8.2624982,3581.2512,0
43.066667,21.058728,-8.2386417,3586.1647,0
43.083333,20.921816,-8.2147475,3591.0641,0
43.1,20.785302,-8.1908156,3595.9492,0
43.116667,20.649188,-8.1668463,3600.8201,0
43.133333,20.513474,-8.1428396,3605.6768,0
43.15,20.378161,-8.1187955,3610.5192,0
43.166667,20.243249,-8.0947143,3615.3472,0
43.183333,20.108739,-8.0705961,3620.161,0
43.2,19.974632,-8.0464408,3624.9604,0
43.216667,19.840928,-8.0222488,3629.7455,0
43.233333,19.707627,-7.99802,3634.5161,0
43.25,19.574731,-7.9737545,3639.2724,0
43.266667,19.442241,-7.9494526,3644.0142,0
43.283333,19.310155,-7.9251142,3648.7416,0
43.3,19.178476,-7.9007396,3653.4545,0
43.316667,19.047204,-7.8763288,3658.1529,0
43.333333,18.91634,-7.8518819,3662.8368,0
43.35,18.785883,-7.8273991,3667.5061,0
43.366667,18.655835,-7.8028804,3672.1609,0
43.383333,18.526196,-7.778326,3676.8011,0
43.4,18.396967,-7.7537359,3681.4268,0
43.416667,18.268149,-7.7291104,3686.0377,0
43.433333,18.139741,-7.7044495,3690.6341,0
43.45,18.011745,-7.6797532,3695.2158,0
43.466667,17.884162,-7.6550219,3699.7827,0
43.483333,17.756991,-7.6302554,3704.335,0
43.5,17.630233,-7.6054541,3708.8726,0
43.516667,17.503889,-7.5806179,3713.3954,0
43.533333,17.37796,-7.5557469,3717.9034,0
43.55,17.252446,-7.5308414,3722.3967,0
43.566667,17.127348,-7.5059014,3726.8751,0
43.583333,17.002666,-7.4809271,3731.3387,0
43.6,16.878401,-7.4559184,3735.7875,0
43.616667,16.754553,-7.4308757,3740.2213,0
43.633333,16.631123,-7.4057989,3744.6403,0
43.65,16.508111,-7.3806881,3749.0444,0
43.666667,16.385519,-7.3555436,3753.4335,0
43.683333,16.263346,-7.3303654,3757.8077,0
43.7,16.141593,-7.3051537,3762.167,0
43.716667,16.020262,-7.2799085,3766.5112,0
43.733333,15.899351,-7.2546299,3770.8404,0
43.75,15.778862,-7.2293182,3775.1546,0
43.766667,15.658796,-7.2039733,3779.4537,0
43.783333,15.539153,-7.1785954,3783.7377,0
43.8,15.419933,-7.1531847,3788.0067,0
43.816667,15.301138,-7.1277412,3792.2606,0
43.833333,15.182766,-7.1022651,3796.4993,0
43.85,15.064821,-7.0767564,3800.7228,0
43.866667,14.9473,-7.0512154,3804.9312,0
43.883333,14.830206,-7.025642,3809.1245,0
43.9,14.713539,-7.0000365,3813.3025,0
43.916667,14.597299,-6.9743989,3817.4652,0
43.933333,14.481487,-6.9487294,3821.6128,0
43.95,14.366103,-6.9230281,3825.745,0
43.966667,14.251148,-6.8972951,3829.862,0
43.983333,14.136623,-6.8715305,3833.9637,0
44,14.022527,-6.8457344,3838.05,0
44.016667,13.908862,-6.8199069,3842.1211,0
44.033333,13.795628,-6.7940483,3846.1767,0
44.05,13.682825,-6.7681585,3850.217,0
44.066667,13.570455,-6.7422378,3854.2419,0
44.083333,13.458516,-6.7162861,3858.2514,0
44.1,13.347011,-6.6903037,3862.2454,0
44.116667,13.23594,-6.6642907,3866.224,0
44.133333,13.125302,-6.6382471,3870.1871,0
44.15,13.0151,-6.6121732,3874.1347,0
44.166667,12.905332,-6.586069,3878.0668,0
44.183333,12.795999,-6.5599346,3881.9834,0
44.2,12.687103,-6.5337702,3885.8845,0
44.216667,12.578644,-6.5075758,3889.77,0
44.233333,12.470621,-6.4813517,3893.6399,0
44.25,12.363036,-6.4550979,3897.4942,0
44.266667,12.255889,-6.4288145,3901.3329,0
44.283333,12.149181,-6.4025017,3905.156,0
44.3,12.042912,-6.3761595,3908.9635,0
44.316667,11.937082,-6.3497882,3912.7552,0
44.333333,11.831692,-6.3233878,3916.5313,0
44.35,11.726743,-6.2969584,3920.2917,0
44.366667,11.622234,-6.2705002,3924.0364,0
44.383333,11.518167,-6.2440133,3927.7653,0
44.4,11.414543,-6.2174978,3931.4785,0
44.416667,11.31136,-6.1909538,3935.1759,0
44.433333,11.20862,-6.1643815,3938.8575,0
44.45,11.106324,-6.1377809,3942.5234,0
44.466667,11.004471,-6.1111522,3946.1734,0
44.483333,10.903063,-6.0844956,3949.8076,0
44.5,10.8021,-6.0578111,3953.4259,0
44.516667,10.701581,-6.0310988,3957.0283,0
44.533333,10.601509,-6.004359,3960.6149,0
44.55,10.501882,-5.9775916,3964.1856,0
44.566667,10.402702,-5.9507968,3967.7403,0
44.583333,10.303969,-5.9239749,3971.2791,0
44.6,10.205684,-5.8971258,3974.802,0
44.616667,10.107846,-5.8702496,3978.3089,0
44.633333,10.010457,-5.8433466,3981.7998,0
44.65,9.9135169,-5.8164169,3985.2747,0
44.666667,9.8170259,-5.7894605,3988.7336,0
44.683333,9.7209846,-5.7624776,3992.1765,0
44.7,9.6253935,-5.7354683,3995.6033,0
44.716667,9.5302529,-5.7084327,3999.0141,0
44.733333,9.4355634,-5.681371,4002.4088,0
44.75,9.3413254,-5.6542833,4005.7874,0
44.766667,9.2475392,-5.6271697,4009.1499,0
44.783333,9.1542054,-5.6000303,4012.4962,0
44.8,9.0613243,-5.5728653,4015.8265,0
44.816667,8.9688964,-5.5456748,4019.1405,0
44.833333,8.876922,-5.5184589,4022.4384,0
44.85,8.7854018,-5.4912177,4025.7201,0
44.866667,8.6943359,-5.4639513,4028.9856,0
44.883333,8.6037249,-5.43666,4032.2349,0
44.9,8.5135692,-5.4093437,4035.468,0
44.916667,8.4238691,-5.3820027,4038.6848,0
44.933333,8.3346252,-5.354637,4041.8854,0
44.95,8.2458377,-5.3272468,4045.0697,0
44.966667,8.1575072,-5.2998322,4048.2377,0
44.983333,8.069634,-5.2723933,4051.3894,0
45,7.9822185,-5.2449303,4054.5248,0
45.016667,7.8952611,-5.2174433,4057.6438,0
45.033333,7.8087622,-5.1899324,4060.7465,0
45.05,7.7227222,-5.1623977,4063.8329,0
45.066667,7.6371416,-5.1348394,4066.9028,0
45.083333,7.5520206,-5.1072575,4069.9564,0
45.1,7.4673598,-5.0796523,4072.9936,0
45.116667,7.3831594,-5.0520239,4076.0144,0
45.133333,7.2994198,-5.0243722,4079.0187,0
45.15,7.2161415,-4.9966976,4082.0066,0
45.166667,7.1333249,-4.9690001,4084.978,0
45.183333,7.0509702,-4.9412798,4087.933,0
45.2,6.9690779,-4.913537,4090.8715,0
45.216667,6.8876484,-4.8857716,4093.7934,0
45.233333,6.806682,-4.8579838,4096.6989,0
45.25,6.7261791,-4.8301738,4099.5879,0
45.266667,6.6461401,-4.8023417,4102.4603,0
45.283333,6.5665653,-4.7744876,4105.3161,0
45.3,6.4874551,-4.7466116,4108.1554,0
45.316667,6.4088098,-4.7187139,4110.9781,0
45.333333,6.3306299,-4.6907946,4113.7842,0
45.35,6.2529157,-4.6628538,4116.5738,0
45.366667,6.1756675,-4.6348916,4119.3467,0
45.383333,6.0988857,-4.6069082,4122.1029,0
45.4,6.0225706,-4.5789037,4124.8426,0
45.416667,5.9467227,-4.5508783,4127.5655,0
45.433333,5.8713421,-4.522832,4130.2719,0
45.45,5.7964294,-4.494765,4132.9615,0
45.466667,5.7219848,-4.4666775,4135.6344,0
45.483333,5.6480086,-4.4385694,4138.2907,0
45.5,5.5745013,-4.4104411,4140.9302,0
45.516667,5.501463,-4.3822925,4143.553,0
45.533333,5.4288943,-4.3541239,4146.1591,0
45.55,5.3567954,-4.3259353,4148.7484,0
45.566667,5.2851666,-4.297727,4151.3209,0
45.583333,5.2140083,-4.2694989,4153.8767,0
45.6,5.1433208,-4.2412513,4156.4157,0
45.616667,5.0731044,-4.2129843,4158.9378,0
45.633333,5.0033594,-4.184698,4161.4432,0
45.65,4.9340862,-4.1563925,4163.9318,0
45.666667,4.8652851,-4.128068,4166.4035,0
45.683333,4.7969563,-4.0997246,4168.8584,0
45.7,4.7291003,-4.0713624,4171.2964,0
45.716667,4.6617172,-4.0429816,4173.7175,0
45.733333,4.5948075,-4.0145823,4176.1218,0
45.75,4.5283715,-3.9861645,4178.5092,0
45.766667,4.4624093,-3.9577286,4180.8797,0
45.783333,4.3969214,-3.9292745,4183.2333,0
45.8,4.331908,-3.9008024,4185.5699,0
45.816667,4.2673695,-3.8723124,4187.8897,0
45.833333,4.2033061,-3.8438047,4190.1924,0
45.85,4.1397181,-3.8152794,4192.4783,0
45.866667,4.0766058,-3.7867367,4194.7471,0
45.883333,4.0139695,-3.7581766,4196.999,0
45.9,3.9518096,-3.7295993,4199.2339,0
45.916667,3.8901261,-3.7010049,4201.4519,0
45.933333,3.8289196,-3.6723935,4203.6528,0
45.95,3.7681902,-3.6437654,4205.8367,0
45.966667,3.7079382,-3.6151205,4208.0035,0
45.983333,3.6481638,-3.5864592,4210.1534,0
46,3.5888675,-3.5577813,4212.2862,0
46.016667,3.5300494,-3.5290872,4214.4019,0
46.033333,3.4717097,-3.500377,4216.5006,0
46.05,3.4138489,-3.4716507,4218.5822,0
46.066667,3.3564671,-3.4429085,4220.6467,0
46.083333,3.2995646,-3.4141505,4222.6941,0
46.1,3.2431416,-3.3853769,4224.7244,0
46.116667,3.1871985,-3.3565878,4226.7377,0
46.133333,3.1317354,-3.3277833,4228.7338,0
46.15,3.0767527,-3.2989636,4230.7127,0
46.166667,3.0222506,-3.2701288,4232.6745,0
46.183333,2.9682293,-3.241279,4234.6192,0
46.2,2.914689,-3.2124144,4236.5467,0
46.216667,2.8616301,-3.1835351,4238.4571,0
46.233333,2.8090527,-3.1546411,4240.3503,0
46.25,2.7569572,-3.1257328,4242.2263,0
46.266667,2.7053437,-3.0968101,4244.0851,0
46.283333,2.6542125,-3.0678732,4245.9267,0
46.3,2.6035638,-3.0389223,4247.7511,0
46.316667,2.5533978,-3.0099575,4249.5583,0
46.333333,2.5037148,-2.9809789,4251.3482,0
46.35,2.4545151,-2.9519866,4253.121,0
46.366667,2.4057987,-2.9229809,4254.8765,0
46.383333,2.357566,-2.8939617,4256.6147,0
46.4,2.3098172,-2.8649293,4258.3357,0
46.416667,2.2625525,-2.8358837,4260.0394,0
46.433333,2.215772,-2.8068252,4261.7258,0
46.45,2.1694761,-2.7777539,4263.395,0
46.466667,2.123665,-2.7486698,4265.0469,0
46.483333,2.0783388,-2.7195731,4266.6814,0
46.5,2.0334977,-2.690464,4268.2987,0
46.516667,1.989142,-2.6613425,4269.8987,0
46.533333,1.9452718,-2.6322089,4271.4813,0
46.55,1.9018875,-2.6030632,4273.0466,0
46.566667,1.858989,-2.5739056,4274.5946,0
46.583333,1.8165768,-2.5447362,4276.1253,0
46.6,1.7746508,-2.5155551,4277.6386,0
46.616667,1.7332115,-2.4863625,4279.1345,0
46.633333,1.6922588,-2.4571586,4280.6131,0
46.65,1.6517931,-2.4279434,4282.0743,0
46.666667,1.6118145,-2.3987171,4283.5182,0
46.683333,1.5723232,-2.3694797,4284.9446,0
46.7,1.5333193,-2.3402316,4286.3537,0
46.716667,1.4948031,-2.3109727,4287.7454,0
46.733333,1.4567747,-2.2817032,4289.1197,0
46.75,1.4192343,-2.2524233,4290.4766,0
46.766667,1.3821821,-2.2231331,4291.816,0
46.783333,1.3456182,-2.1938327,4293.1381,0
46.8,1.3095428,-2.1645223,4294.4427,0
46.816667,1.2739561,-2.1352019,4295.7299,0
46.833333,1.2388583,-2.1058718,4296.9997,0
46.85,1.2042494,-2.076532,4298.252,0
46.866667,1.1701297,-2.0471827,4299.4869,0
46.883333,1.1364993,-2.017824,4300.7043,0
46.9,1.1033584,-1.9884561,4301.9042,0
46.916667,1.070707,-1.9590791,4303.0867,0
46.933333,1.0385455,-1.9296931,4304.2518,0
46.95,1.0068739,-1.9002983,4305.3993,0
46.966667,0.97569228,-1.8708948,4306.5294,0
46.983333,0.9450009,-1.8414827,4307.642,0
47,0.91479986,-1.8120622,4308.7371,0
47.016667,0.8850893,-1.7826334,4309.8147,0
47.033333,0.85586936,-1.7531964,4310.8747,0
47.05,0.82714018,-1.7237514,4311.9173,0
47.066667,0.79890187,-1.6942985,4312.9424,0
47.083333,0.77115457,-1.6648378,4313.95,0
47.1,0.74389841,-1.6353695,4314.94,0
47.116667,0.71713352,-1.6058938,4315.9125,0
47.133333,0.69086,-1.5764106,4316.8675,0
47.15,0.665078,-1.5469203,4317.805,0
47.166667,0.63978762,-1.5174229,4318.7249,0
47.183333,0.61498898,-1.4879185,4319.6273,0
47.2,0.59068219,-1.4584073,4320.5121,0
47.216667,0.56686737,-1.4288894,4321.3794,0
47.233333,0.54354462,-1.399365,4322.2291,0
47.25,0.52071405,-1.3698342,4323.0613,0
47.266667,0.49837576,-1.3402971,4323.8759,0
47.283333,0.47652986,-1.3107539,4324.673,0
47.3,0.45517645,-1.2812046,4325.4525,0
47.316667,0.43431563,-1.2516495,4326.2144,0
47.333333,0.41394748,-1.2220887,4326.9587,0
47.35,0.39407211,-1.1925223,4327.6854,0
47.366667,0.3746896,-1.1629504,4328.3946,0
47.383333,0.35580005,-1.1333732,4329.0862,0
47.4,0.33740354,-1.1037908,4329.7602,0
47.416667,0.31950015,-1.0742033,4330.4166,0
47.433333,0.30208997,-1.0446109,4331.0554,0
47.45,0.28517307,-1.0150138,4331.6766,0
47.466667,0.26874954,-0.98541196,4332.2802,0
47.483333,0.25281945,-0.95580563,4332.8662,0
47.5,0.23738286,-0.92619494,4333.4346,0
47.516667,0.22243986,-0.89658,4333.9854,0
47.533333,0.20799051,-0.86696095,4334.5186,0
47.55,0.19403488,-0.83733794,4335.0341,0
47.566667,0.18057303,-0.80771109,4335.5321,0
47.583333,0.16760502,-0.77808054,4336.0124,0
47.6,0.15513091,-0.74844643,4336.4751,0
47.616667,0.14315077,-0.71880889,4336.9202,0
47.633333,0.13166463,-0.68916806,4337.3477,0
47.65,0.12067256,-0.65952407,4337.7575,0
47.666667,0.11017461,-0.62987707,4338.1497,0
47.683333,0.10017083,-0.60022718,4338.5243,0
47.7,0.090661251,-0.57057454,4338.8812,0
47.716667,0.08164593,-0.54091928,4339.2205,0
47.733333,0.073124904,-0.51126156,4339.5422,0
47.75,0.065098212,-0.48160148,4339.8462,0
47.766667,0.057565892,-0.45193921,4340.1326,0
